"subject" "test" "tbodyacc-mean()-x" "tbodyacc-mean()-y" "tbodyacc-mean()-z" "tbodyacc-std()-x" "tbodyacc-std()-y" "tbodyacc-std()-z" "tgravityacc-mean()-x" "tgravityacc-mean()-y" "tgravityacc-mean()-z" "tgravityacc-std()-x" "tgravityacc-std()-y" "tgravityacc-std()-z" "tbodyaccjerk-mean()-x" "tbodyaccjerk-mean()-y" "tbodyaccjerk-mean()-z" "tbodyaccjerk-std()-x" "tbodyaccjerk-std()-y" "tbodyaccjerk-std()-z" "tbodygyro-mean()-x" "tbodygyro-mean()-y" "tbodygyro-mean()-z" "tbodygyro-std()-x" "tbodygyro-std()-y" "tbodygyro-std()-z" "tbodygyrojerk-mean()-x" "tbodygyrojerk-mean()-y" "tbodygyrojerk-mean()-z" "tbodygyrojerk-std()-x" "tbodygyrojerk-std()-y" "tbodygyrojerk-std()-z" "tbodyaccmag-mean()" "tbodyaccmag-std()" "tgravityaccmag-mean()" "tgravityaccmag-std()" "tbodyaccjerkmag-mean()" "tbodyaccjerkmag-std()" "tbodygyromag-mean()" "tbodygyromag-std()" "tbodygyrojerkmag-mean()" "tbodygyrojerkmag-std()" "fbodyacc-mean()-x" "fbodyacc-mean()-y" "fbodyacc-mean()-z" "fbodyacc-std()-x" "fbodyacc-std()-y" "fbodyacc-std()-z" "fbodyaccjerk-mean()-x" "fbodyaccjerk-mean()-y" "fbodyaccjerk-mean()-z" "fbodyaccjerk-std()-x" "fbodyaccjerk-std()-y" "fbodyaccjerk-std()-z" "fbodygyro-mean()-x" "fbodygyro-mean()-y" "fbodygyro-mean()-z" "fbodygyro-std()-x" "fbodygyro-std()-y" "fbodygyro-std()-z" "fbodyaccmag-mean()" "fbodyaccmag-std()" "fbodybodyaccjerkmag-mean()" "fbodybodyaccjerkmag-std()" "fbodybodygyromag-mean()" "fbodybodygyromag-std()" "fbodybodygyrojerkmag-mean()" "fbodybodygyrojerkmag-std()"
2 "standing" 0.277785349354839 -0.0182164623032258 -0.104193648741935 -0.984715008387097 -0.951471437741935 -0.947482124193548 0.906130830967742 -0.364174343225806 0.0950776911612903 -0.985805229032258 -0.972370179677419 -0.951845933548387 0.0740507547419355 0.011165297083871 -0.00461851128483871 -0.97609775516129 -0.966890562580645 -0.980185934193548 -0.0252085627067742 -0.0819198540645161 0.0885572476322581 -0.970463565483871 -0.964885651935484 -0.956456928387097 -0.107143546 -0.0427805820322581 -0.0557814614193548 -0.97699668516129 -0.979214812258065 -0.964915771935484 -0.964127341612903 -0.954170268064516 -0.964127341612903 -0.954170268064516 -0.976798472903226 -0.971072771290323 -0.957676975483871 -0.945724511290323 -0.980363082903226 -0.970700846774194 -0.980390138709677 -0.954008178709677 -0.960821955806452 -0.987076361290323 -0.95246208 -0.944031145483871 -0.975895863225806 -0.966513841290323 -0.97676721483871 -0.978622616129032 -0.969848231935484 -0.982307433225806 -0.963369947096774 -0.96597090483871 -0.950436436129032 -0.972862839677419 -0.964628680645161 -0.962819250322581 -0.959868520322581 -0.957629905483871 -0.972300390322581 -0.968524467096774 -0.953363688709677 -0.950120609032258 -0.971305804193548 -0.97183705483871
2 "sitting" 0.278200648333333 -0.0172568201583333 -0.112295493583333 -0.9928799225 -0.960109710416667 -0.9709516425 0.964257787083333 -0.13217167625 0.110979438875 -0.992824560416667 -0.972344267916667 -0.973388736666667 0.0752976026666667 0.0097989469125 0.00524458154333333 -0.989442097916667 -0.981639571666667 -0.98962200125 -0.043229787 -0.0643178543916667 0.061430153875 -0.986682664166667 -0.981250972916667 -0.961640081666667 -0.0928468045416667 -0.0403617260416667 -0.0482988522083333 -0.9914135475 -0.992735294166667 -0.985906014166667 -0.97709485 -0.971756126666667 -0.97709485 -0.971756126666667 -0.988414304583333 -0.98844665625 -0.96037256625 -0.964744647916667 -0.991969308333333 -0.992233004583333 -0.99153007625 -0.966916930833333 -0.97881943625 -0.993512906666667 -0.958593199166667 -0.968317959583333 -0.989478558333333 -0.980875435416667 -0.987144634583333 -0.99036430625 -0.984091426666667 -0.990840117083333 -0.98393020375 -0.98479882875 -0.96246255125 -0.98759298875 -0.979356240833333 -0.964834665833333 -0.976695206666667 -0.972636359583333 -0.987653853333333 -0.988284847916667 -0.974348237916667 -0.9646959875 -0.9923368375 -0.9922836325
2 "laying" 0.284619602083333 -0.0189868350833333 -0.106227195208333 -0.96954917875 -0.9830720775 -0.985362037083333 -0.629125296666667 0.743494700833333 0.65975473125 -0.9532541525 -0.98956311625 -0.984964234583333 0.0816806817916667 0.0131155143 -0.005552596965 -0.98768855375 -0.986725717083333 -0.990162804583333 -0.0158850250916667 -0.120073685416667 0.128037849 -0.9862545025 -0.98276915375 -0.962745939166667 -0.103644728083333 -0.0345936481333333 -0.0686415244166667 -0.993499658333333 -0.991097830416667 -0.986687465416667 -0.974251708333333 -0.972064024583333 -0.974251708333333 -0.972064024583333 -0.989415747916667 -0.989169541666667 -0.9526916075 -0.96266577375 -0.992201236666667 -0.990988945 -0.975942804166667 -0.983590131666667 -0.985744433333333 -0.967341212083333 -0.983046614583333 -0.985546123333333 -0.987614457083333 -0.986432678333333 -0.9882832 -0.988936104166667 -0.988111709583333 -0.99068222 -0.98421999 -0.9844616225 -0.963499994583333 -0.986903717916667 -0.981974905 -0.965937995 -0.97655924375 -0.973131355833333 -0.9890871875 -0.9881861125 -0.97255435 -0.962806119583333 -0.991886841666667 -0.99028768625
2 "walking" 0.275827605333333 -0.0189670365653333 -0.105507691666667 -0.438085610666667 -0.119933658533333 -0.409689042333333 0.92100784 -0.349034493333333 0.0242505646666667 -0.973007997333333 -0.973488418333333 -0.975099469 0.0643847228333333 0.0136316495333333 -0.00477918001666667 -0.308618665333333 -0.09456791333 -0.612082440333333 -0.0508659823836667 -0.0488416018333333 0.0883966499 -0.589036579333333 -0.550100205333333 -0.507413949 -0.0758833447666667 -0.05810070378 -0.0550190269866667 -0.494885573666667 -0.727889076333333 -0.541810318333333 -0.304934654666667 -0.446882273666667 -0.304934654666667 -0.446882273666667 -0.318539729666667 -0.2293118087 -0.470446990333333 -0.582541068 -0.631494676333333 -0.678213186 -0.356619953666667 -0.0727124332 -0.454093370666667 -0.473925498666667 -0.202526813833333 -0.431791461666667 -0.330014932 -0.139844944666667 -0.577422609 -0.348573015666667 -0.1063631143 -0.645113812333333 -0.492841769666667 -0.594600802666667 -0.444188685 -0.619939487 -0.528160455 -0.575233604 -0.361713992666667 -0.588035760666667 -0.229427523366667 -0.234617011216667 -0.581483462 -0.657460310333333 -0.681451110666667 -0.69736302
2 "walking_downstairs" 0.281497593708333 -0.0203996719916667 -0.117644360166667 -0.0266471084208333 0.1651879496125 0.0186800352083333 0.85399622 -0.3163139175 -0.203510716658333 -0.947051130416667 -0.946752049166667 -0.934484415833333 0.11802800507375 0.0096585478625 -0.0319680404125 0.0545539011333333 0.00822897089583333 -0.302878659166667 -0.09868381925 -0.0302003215416667 0.142820213279167 -0.362829318458333 -0.469796731666667 -0.315547214583333 -0.06644488725 -0.0369883086666667 -0.0900975373708333 -0.402895787083333 -0.60300879 -0.340551759166667 0.0418897173916667 0.171049317908333 0.0418897173916667 0.171049317908333 -0.0529374830833333 0.132838640375 -0.203581273697083 -0.388063109166667 -0.519834626666667 -0.523273146666667 0.0273660282208333 0.175656495916667 -0.05092719725 -0.0500416954166667 0.0838202667083333 -0.0267438158958333 0.0512556850458333 -0.0177887868416667 -0.216743254708333 -0.0409825716375 -0.0349543830416667 -0.389757820416667 -0.2459582665 -0.454125340833333 -0.17932769975 -0.403188366833333 -0.48534413 -0.430493812083333 0.227068745408333 -0.0449095925 0.118211388541667 0.1409246034125 -0.461562711666667 -0.4472509575 -0.538062080833333 -0.5378436975
2 "walking_upstairs" 0.23108613716 -0.014098264332 -0.175645822 -0.366954658 0.082874995468 0.019951810456 0.7447829148 -0.3597671916 -0.41017310444 -0.927827132 -0.9192380488 -0.8569054044 0.076023499958 -0.025962113304 0.01848839656 -0.29671961292 -0.24900556996 -0.5076954712 -0.05800445364 -0.02365878522 0.0887185828 -0.402200222 -0.4696500384 0.037655266776 -0.085832362876 -0.047649418084 -0.042268777352 -0.4449468796 -0.600451892 -0.475625454 -0.11230790792 -0.2340248476 -0.11230790792 -0.2340248476 -0.333528844 -0.2277654754 -0.15476659768 -0.3355480356 -0.5463565796 -0.5638803084 -0.3229255032 -0.060791163 -0.169960026308 -0.3860136116 0.083529288724 0.038058281652 -0.28890474408 -0.26235181092 -0.4562562624 -0.3723013692 -0.28753363216 -0.558890038 -0.29329661372 -0.4583630424 -0.15291071584 -0.4392239092 -0.4818234028 -0.00323896884 -0.17497039888 -0.3898120708 -0.2053871774 -0.262862999488 -0.4187763028 -0.395852412 -0.5614477084 -0.5982829972
2 "standing" 0.278081463913044 -0.0186962751086957 -0.108219905913043 -0.99071812 -0.965167602173913 -0.952787570434783 0.884525515217391 -0.377999173478261 0.176475577391304 -0.987872700434783 -0.976653179565217 -0.93794949173913 0.075713262173913 0.00920223366478261 -0.0134300838 -0.987808618695652 -0.976678360869565 -0.986420615217391 -0.022047977606087 -0.0822011323043478 0.0868619338695652 -0.976415455652174 -0.980278808695652 -0.976178135652174 -0.10343072173913 -0.041515976 -0.0531342558652174 -0.982460817391304 -0.98915186 -0.985328585217391 -0.968230965217391 -0.962868252173913 -0.968230965217391 -0.962868252173913 -0.985463370434783 -0.984226487826087 -0.971269400869565 -0.965020986521739 -0.988789011304348 -0.985970123913044 -0.988740419565217 -0.967774700869565 -0.964694084347826 -0.99172531173913 -0.965250130434783 -0.949671652173913 -0.987816664782609 -0.976697529130435 -0.98382932826087 -0.988918555652174 -0.978469470869565 -0.987689758695652 -0.971979812608696 -0.981478878695652 -0.974363742173913 -0.977852639130435 -0.979672070434783 -0.979101530869565 -0.969690993913043 -0.964413892608696 -0.983487559130435 -0.984104624347826 -0.973114109130435 -0.965776187391304 -0.986670032608696 -0.985729713043478
2 "sitting" 0.275872846363636 -0.0139765467136364 -0.105861303954545 -0.980213941818182 -0.940444268636364 -0.947693476363636 0.914534894090909 -0.0766754953156364 0.294451128636364 -0.965986070454545 -0.939738642272727 -0.933718203636364 0.0689388053181818 0.0137643648268182 0.0101809832136364 -0.986543588181818 -0.973996010454545 -0.985223168636364 -0.047915253 -0.0551404891363636 0.0191887560454545 -0.984715879090909 -0.976376131363636 -0.957800392727273 -0.0944903359090909 -0.0428676322272727 -0.0384428178590909 -0.987849541818182 -0.988876146363636 -0.985145574545455 -0.957855922727273 -0.932709063181818 -0.957855922727273 -0.932709063181818 -0.984986067727273 -0.980144099090909 -0.930394200909091 -0.957570689090909 -0.990112969090909 -0.986717008636364 -0.979557038181818 -0.946899754090909 -0.960717885 -0.980652108181818 -0.940779814090909 -0.944366396363636 -0.986070868636364 -0.973064358181818 -0.982930230909091 -0.988471617727273 -0.977218194090909 -0.98609519 -0.981193592272727 -0.979157754545455 -0.956926390909091 -0.985952697272727 -0.975174313636364 -0.962091380454545 -0.944450339090909 -0.936963866818182 -0.979751985 -0.979585281818182 -0.969104986818182 -0.957774571818182 -0.987162074545455 -0.986741210454545
2 "laying" 0.278127205833333 -0.0173306444333333 -0.108264025625 -0.978569750833333 -0.97748272 -0.983104556666667 -0.390383179583333 0.761578577916667 0.633915027916667 -0.964774730416667 -0.986860614166667 -0.983496601666667 0.0835138205416667 0.01139406260375 0.0019472990525 -0.98405578375 -0.979619365416667 -0.986721224166667 -0.0210681884083333 -0.10352796375 0.161727843208333 -0.990295963333333 -0.981814064166667 -0.957867181666667 -0.100303540333333 -0.0371243870833333 -0.07171507975 -0.99297204 -0.988037245416667 -0.989384177083333 -0.980619262083333 -0.97368380125 -0.980619262083333 -0.97368380125 -0.986067644166667 -0.981866610833333 -0.947331531666667 -0.959662334166667 -0.991332911666667 -0.988447245416667 -0.977507315416667 -0.976011624166667 -0.983017530416667 -0.979151752083333 -0.979003596666667 -0.984038246666667 -0.984012804583333 -0.9791038225 -0.984111069166667 -0.9855644075 -0.98186307625 -0.988008517083333 -0.988642295 -0.982181648333333 -0.961843780416667 -0.99081765375 -0.981846327916667 -0.960410449583333 -0.973661149166667 -0.97711142 -0.981661042083333 -0.980950865833333 -0.971671595416667 -0.959390637916667 -0.988610562916667 -0.988697634583333
2 "walking" 0.277046222068966 -0.0182099716551724 -0.10549277137931 -0.408702039655172 -0.0348060065310345 -0.441362851724138 0.904751292068966 -0.344095983103448 0.147289006896552 -0.972367550344828 -0.970698046551724 -0.96894186 0.059142566312069 0.0230261145448276 0.021006906462069 -0.245370252917241 0.0640519123827586 -0.559202121034483 -0.055260126097931 -0.0476140556896552 0.0770788496206897 -0.533116127931034 -0.526405525517241 -0.453849244827586 -0.0880902375517241 -0.0494119184862069 -0.0478472488172414 -0.280581822413793 -0.537159084137931 -0.325508910689655 -0.275379599655172 -0.39736682 -0.275379599655172 -0.39736682 -0.243028730655172 -0.0967432366034483 -0.42182713 -0.522480793793103 -0.46144706137931 -0.433230874137931 -0.335111823793103 0.0306547995310345 -0.453509472413793 -0.440816092413793 -0.134764036931034 -0.479460785862069 -0.278339865172414 -0.0155769860689655 -0.531716124137931 -0.278871733482759 0.0788361813965517 -0.585675129310345 -0.364408466896552 -0.51357001862069 -0.347492206551724 -0.587618742068965 -0.53810195 -0.543949425862069 -0.285574360965517 -0.565797747241379 -0.10661969362069 -0.0911350296896552 -0.478175179655172 -0.645929938965517 -0.481661206551724 -0.414044073448276
